id,Agemin-max_normalized,Academic Pressuremin-max_normalized,CGPAmin-max_normalized,Study Satisfactionmin-max_normalized,Study Hoursmin-max_normalized,Financial Stressmin-max_normalized
381,0.04878048780487805,1.0,0.8699999999999999,0.8,0.3333333333333333,1.0
385,0.07317073170731707,0.4,0.738,1.0,0.16666666666666666,1.0
392,0.17073170731707318,0.2,0.85,0.6,0.9166666666666666,0.75
398,0.024390243902439025,0.4,0.709,0.8,0.9166666666666666,0.0
407,0.3902439024390244,0.6,0.982,0.6,1.0,1.0
408,0.14634146341463414,0.2,0.889,0.8,0.8333333333333334,0.25
414,0.36585365853658536,1.0,0.794,0.6,0.6666666666666666,0.0
420,0.34146341463414637,0.6,0.9109999999999999,1.0,0.4166666666666667,1.0
421,0.0,0.6,0.675,0.8,0.5,0.75
423,0.3170731707317073,0.2,0.753,0.8,0.5833333333333334,0.0
425,0.17073170731707318,0.6,0.9490000000000001,1.0,0.75,0.25
429,0.04878048780487805,0.2,0.901,0.8,0.25,0.5
441,0.3170731707317073,0.4,0.764,0.2,0.0,0.0
447,0.14634146341463414,1.0,0.5269999999999999,0.2,0.5,0.5
454,0.14634146341463414,1.0,0.874,0.4,0.6666666666666666,0.75
455,0.12195121951219512,1.0,0.6,0.4,0.0,0.5
457,0.17073170731707318,0.4,0.944,0.2,0.5833333333333334,0.5
464,0.17073170731707318,0.4,0.575,0.6,0.4166666666666667,1.0
467,0.17073170731707318,0.2,0.751,0.4,0.5833333333333334,0.0
475,0.24390243902439024,0.4,0.637,0.2,0.3333333333333333,1.0
477,0.04878048780487805,0.8,0.6950000000000001,0.8,1.0,1.0
484,0.14634146341463414,0.2,0.71,1.0,0.5,1.0
487,0.12195121951219512,0.2,0.966,0.8,1.0,0.5
491,0.024390243902439025,0.6,0.905,0.2,0.08333333333333333,1.0
494,0.14634146341463414,0.6,0.638,0.6,0.9166666666666666,0.75
503,0.3902439024390244,0.4,0.85,1.0,0.08333333333333333,0.25
508,0.17073170731707318,0.4,0.709,0.8,0.6666666666666666,0.75
509,0.24390243902439024,0.2,0.897,0.4,0.25,0.75
510,0.21951219512195122,0.6,0.8949999999999999,0.2,0.3333333333333333,0.75
522,0.0975609756097561,0.4,0.9880000000000001,0.8,0.0,0.25
523,0.21951219512195122,0.8,0.675,0.2,0.8333333333333334,0.75
525,0.3902439024390244,0.6,0.532,0.6,0.5833333333333334,0.75
529,0.0975609756097561,0.8,0.627,0.8,0.8333333333333334,0.5
530,0.12195121951219512,0.6,0.77,0.4,0.9166666666666666,0.5
534,0.14634146341463414,0.6,0.966,0.2,0.75,0.0
535,0.07317073170731707,1.0,0.8099999999999999,0.2,0.75,0.5
538,0.1951219512195122,0.8,0.959,0.4,0.9166666666666666,1.0
539,0.14634146341463414,1.0,0.8960000000000001,0.2,1.0,1.0
541,0.3902439024390244,0.4,0.751,1.0,0.5833333333333334,0.0
543,0.2682926829268293,1.0,0.532,0.2,0.9166666666666666,0.0
556,0.36585365853658536,0.2,0.8949999999999999,0.6,0.8333333333333334,0.5
580,0.07317073170731707,0.2,0.85,0.6,0.8333333333333334,0.5
587,0.36585365853658536,0.4,0.5509999999999999,1.0,1.0,0.0
589,0.24390243902439024,0.8,0.743,0.4,0.5,1.0
592,0.21951219512195122,0.4,0.8789999999999999,0.2,0.6666666666666666,0.75
594,0.36585365853658536,0.4,0.9949999999999999,0.8,0.0,0.25
595,0.0,1.0,0.9789999999999999,1.0,0.8333333333333334,1.0
598,0.04878048780487805,1.0,0.537,0.8,1.0,0.5
608,0.024390243902439025,0.6,0.686,0.8,1.0,0.5
609,0.07317073170731707,1.0,0.783,0.2,0.9166666666666666,0.5
611,0.34146341463414637,0.4,0.8320000000000001,0.2,1.0,0.75
617,0.34146341463414637,0.6,0.5509999999999999,0.4,0.5833333333333334,0.75
620,0.36585365853658536,0.6,0.974,0.2,0.4166666666666667,0.0
623,0.12195121951219512,1.0,0.5660000000000001,0.2,0.9166666666666666,0.75
626,0.14634146341463414,0.6,0.748,0.8,0.8333333333333334,0.75
632,0.04878048780487805,0.8,0.889,0.6,0.5,0.75
658,0.14634146341463414,1.0,0.8230000000000001,0.4,0.3333333333333333,0.5
660,0.0975609756097561,1.0,0.881,0.2,0.6666666666666666,0.0
662,0.1951219512195122,1.0,0.603,0.8,0.9166666666666666,0.25
668,0.0,1.0,0.944,0.8,0.25,1.0
671,0.1951219512195122,0.6,0.725,0.6,0.75,1.0
673,0.36585365853658536,0.2,0.5559999999999999,0.2,0.75,0.5
676,0.024390243902439025,0.6,0.568,0.2,0.8333333333333334,1.0
681,0.1951219512195122,0.6,0.514,0.6,1.0,0.0
683,0.3902439024390244,0.6,0.761,0.4,0.25,0.75
687,0.0975609756097561,0.2,0.617,0.8,0.8333333333333334,1.0
688,0.24390243902439024,0.4,0.817,0.6,0.5833333333333334,0.75
695,0.3170731707317073,1.0,0.9869999999999999,1.0,1.0,0.25
696,0.0,0.6,0.986,0.8,0.75,0.25
697,0.34146341463414637,0.4,0.921,0.6,0.0,1.0
701,0.024390243902439025,0.6,0.546,0.8,0.9166666666666666,1.0
707,0.04878048780487805,1.0,0.8960000000000001,0.4,0.08333333333333333,0.5
708,0.24390243902439024,0.4,0.794,0.4,0.16666666666666666,1.0
709,0.024390243902439025,0.4,0.858,0.8,0.8333333333333334,0.75
710,0.3902439024390244,0.6,0.85,0.2,0.25,0.0
712,0.04878048780487805,0.6,0.874,1.0,0.5,0.25
713,0.0,0.2,0.514,1.0,1.0,0.25
714,0.2682926829268293,0.6,0.875,1.0,0.8333333333333334,1.0
716,0.14634146341463414,0.2,0.9710000000000001,0.8,0.08333333333333333,0.0
724,0.36585365853658536,0.8,0.725,0.6,0.08333333333333333,1.0
728,0.3902439024390244,0.2,0.616,0.8,0.8333333333333334,0.75
733,0.2682926829268293,0.2,0.95,0.4,0.75,0.25
735,0.21951219512195122,0.8,0.799,0.4,0.8333333333333334,0.25
737,0.3170731707317073,0.6,0.986,0.4,0.75,0.0
744,0.2926829268292683,1.0,0.567,0.6,0.3333333333333333,0.0
746,0.3170731707317073,0.8,0.892,0.4,0.6666666666666666,0.25
749,0.1951219512195122,0.4,0.619,1.0,1.0,0.5
750,0.07317073170731707,0.8,0.576,0.2,0.75,0.75
754,0.3902439024390244,0.6,0.5900000000000001,0.6,0.25,0.0
758,0.14634146341463414,0.2,0.5740000000000001,0.4,0.9166666666666666,0.0
759,0.07317073170731707,0.6,0.8039999999999999,0.4,0.75,0.5
763,0.3170731707317073,1.0,0.625,0.4,0.75,0.5
764,0.04878048780487805,1.0,0.511,0.8,0.9166666666666666,1.0
770,0.3902439024390244,0.8,0.794,0.6,1.0,0.0
774,0.2926829268292683,0.8,0.558,1.0,0.3333333333333333,0.5
777,0.2926829268292683,0.2,0.5650000000000001,1.0,1.0,0.75
779,0.04878048780487805,1.0,0.9720000000000001,0.2,0.9166666666666666,0.25
781,0.0975609756097561,0.2,0.9890000000000001,0.2,1.0,0.5
785,0.0,1.0,0.537,0.8,0.75,0.25
793,0.21951219512195122,0.6,0.5589999999999999,0.8,0.5,1.0
796,0.1951219512195122,1.0,0.537,0.6,0.8333333333333334,0.25
804,0.14634146341463414,1.0,0.5700000000000001,1.0,0.4166666666666667,0.5
811,0.24390243902439024,0.4,0.8949999999999999,0.8,0.16666666666666666,1.0
813,0.14634146341463414,0.6,0.874,0.4,0.0,0.75
814,0.34146341463414637,0.2,0.8029999999999999,0.6,0.3333333333333333,0.75
821,0.07317073170731707,1.0,0.575,0.2,0.9166666666666666,0.75
823,0.024390243902439025,0.6,0.661,1.0,1.0,0.0
825,0.14634146341463414,0.4,0.9410000000000001,0.8,0.9166666666666666,0.0
831,0.1951219512195122,0.2,0.568,0.8,0.6666666666666666,1.0
832,0.04878048780487805,0.4,0.8640000000000001,0.6,0.3333333333333333,0.5
836,0.024390243902439025,0.6,0.721,1.0,0.6666666666666666,0.5
839,0.34146341463414637,0.8,0.792,0.4,0.5833333333333334,0.25
843,0.12195121951219512,1.0,0.5740000000000001,0.4,0.16666666666666666,0.5
847,0.12195121951219512,0.8,0.828,0.2,0.8333333333333334,0.5
852,0.2682926829268293,0.6,0.859,0.4,0.6666666666666666,1.0
854,0.2682926829268293,0.6,0.604,0.8,0.6666666666666666,0.25
861,0.21951219512195122,0.2,0.913,0.4,0.3333333333333333,0.75
862,0.36585365853658536,1.0,0.808,0.8,0.75,0.0
863,0.36585365853658536,0.4,0.85,0.2,0.6666666666666666,0.25
875,0.3170731707317073,0.8,0.8380000000000001,1.0,1.0,0.25
877,0.17073170731707318,0.8,0.944,0.8,0.8333333333333334,1.0
882,0.2682926829268293,0.2,0.9960000000000001,1.0,0.5,0.75
897,0.0,0.8,0.8039999999999999,0.8,0.9166666666666666,0.75
907,0.0,0.2,0.512,1.0,0.5833333333333334,0.75
910,0.0975609756097561,0.2,0.764,0.6,0.9166666666666666,0.75
912,0.14634146341463414,1.0,0.8039999999999999,0.2,0.4166666666666667,0.75
918,0.14634146341463414,0.6,0.944,1.0,0.9166666666666666,1.0
923,0.2926829268292683,0.8,0.835,1.0,0.9166666666666666,0.25
926,0.36585365853658536,0.6,0.7070000000000001,1.0,0.5833333333333334,0.0
935,0.3902439024390244,0.2,0.96,0.6,0.6666666666666666,0.5
941,0.34146341463414637,0.8,0.608,0.2,0.5833333333333334,0.0
947,0.36585365853658536,0.4,0.954,0.6,0.9166666666666666,0.75
949,0.04878048780487805,1.0,0.617,0.4,0.5833333333333334,1.0
953,0.17073170731707318,0.4,0.9949999999999999,0.2,0.8333333333333334,1.0
955,0.14634146341463414,1.0,0.905,0.4,0.6666666666666666,0.75
956,0.12195121951219512,0.8,0.924,0.4,0.5833333333333334,0.25
965,0.2926829268292683,0.2,0.8539999999999999,0.6,1.0,0.0
978,0.5121951219512195,1.0,0.651,0.8,0.5833333333333334,0.25
984,0.0975609756097561,0.2,0.725,1.0,0.75,1.0
991,0.12195121951219512,1.0,0.8779999999999999,0.2,0.5,0.5
995,0.3170731707317073,0.2,0.9710000000000001,0.2,0.16666666666666666,0.5
997,0.04878048780487805,0.2,0.8130000000000001,0.2,0.8333333333333334,0.0
1003,0.04878048780487805,0.4,0.893,0.4,0.8333333333333334,1.0
1006,0.34146341463414637,1.0,0.966,0.2,0.3333333333333333,0.75
1012,0.0975609756097561,0.8,0.5559999999999999,0.4,0.6666666666666666,0.75
1015,0.21951219512195122,0.6,0.891,0.2,0.5833333333333334,0.0
1022,0.0,0.6,0.616,1.0,0.4166666666666667,0.75
1029,0.24390243902439024,0.8,0.9039999999999999,0.4,0.16666666666666666,0.0
1032,0.0975609756097561,0.6,0.683,0.2,0.3333333333333333,1.0
1047,0.04878048780487805,1.0,0.77,0.2,0.75,0.5
1049,0.04878048780487805,0.6,0.567,0.4,1.0,1.0
1054,0.2926829268292683,0.2,0.651,0.6,0.5833333333333334,0.25
1055,0.0,0.2,0.621,1.0,0.5,0.75
1065,0.1951219512195122,0.8,0.828,0.6,0.8333333333333334,0.0
1069,0.3902439024390244,0.2,0.974,0.6,1.0,0.0
1075,0.04878048780487805,1.0,0.96,1.0,1.0,0.5
1079,0.04878048780487805,0.4,0.625,0.6,0.16666666666666666,0.0
1084,0.36585365853658536,0.6,0.71,0.8,0.5,0.5
1087,0.04878048780487805,0.6,0.585,0.4,0.6666666666666666,1.0
1091,0.24390243902439024,0.4,0.924,1.0,0.3333333333333333,0.75
1093,0.1951219512195122,0.8,0.774,0.2,0.0,1.0
1094,0.17073170731707318,0.6,0.641,0.6,0.75,1.0
1105,0.24390243902439024,1.0,0.71,0.4,0.16666666666666666,0.25
1108,0.2682926829268293,1.0,0.89,0.6,0.3333333333333333,1.0
1117,0.3902439024390244,0.6,0.96,0.8,1.0,0.5
1126,0.2682926829268293,0.4,0.588,0.6,0.0,0.25
1130,0.24390243902439024,0.2,0.616,0.6,0.4166666666666667,0.25
1131,0.36585365853658536,0.2,0.9720000000000001,1.0,0.3333333333333333,1.0
1134,0.0,1.0,0.619,0.2,0.3333333333333333,0.25
1148,0.024390243902439025,1.0,0.775,0.2,0.8333333333333334,0.75
1152,0.21951219512195122,0.6,0.788,0.2,0.8333333333333334,0.0
1154,0.2682926829268293,0.2,0.683,0.6,1.0,0.0
1156,0.0,1.0,0.542,1.0,0.75,0.25
1158,0.21951219512195122,1.0,0.752,1.0,1.0,1.0
1165,0.3902439024390244,0.4,0.768,1.0,0.4166666666666667,0.0
1168,0.024390243902439025,0.2,0.585,0.8,0.4166666666666667,1.0
1170,0.2926829268292683,1.0,0.788,0.6,0.08333333333333333,0.0
1177,0.17073170731707318,0.6,0.8400000000000001,0.8,0.08333333333333333,0.25
1179,0.04878048780487805,1.0,0.8949999999999999,0.6,0.5833333333333334,0.0
1186,0.04878048780487805,1.0,0.89,0.4,0.5,1.0
1187,0.04878048780487805,1.0,0.764,0.2,0.8333333333333334,0.75
1197,0.2682926829268293,0.4,0.9390000000000001,0.8,0.0,0.25
1201,0.14634146341463414,0.2,0.6839999999999999,0.4,0.5833333333333334,0.0
1213,0.3902439024390244,0.6,0.511,0.4,0.5,0.5
1215,0.3170731707317073,0.4,0.8039999999999999,0.6,0.16666666666666666,0.0
1221,0.12195121951219512,0.4,0.8640000000000001,0.8,0.08333333333333333,0.75
1222,0.17073170731707318,0.4,0.599,0.2,0.9166666666666666,0.25
1225,0.14634146341463414,0.8,0.859,0.4,0.6666666666666666,1.0
1232,0.17073170731707318,0.4,0.9390000000000001,0.4,0.6666666666666666,0.0
1240,0.12195121951219512,0.6,0.6990000000000001,0.2,0.5833333333333334,0.0
1241,0.07317073170731707,1.0,0.683,0.8,0.8333333333333334,0.0
1244,0.0975609756097561,0.2,0.709,0.6,0.5,0.0
1252,0.36585365853658536,0.4,0.8619999999999999,0.8,0.0,0.25
1254,0.14634146341463414,0.8,0.954,0.4,0.4166666666666667,0.0
1255,0.17073170731707318,0.8,0.853,0.6,0.16666666666666666,0.0
1263,0.36585365853658536,0.6,0.71,0.6,0.3333333333333333,0.0
1275,0.21951219512195122,0.2,0.747,0.2,1.0,0.0
1278,0.3170731707317073,0.6,0.993,0.6,1.0,0.25
1286,0.024390243902439025,1.0,0.678,1.0,0.5833333333333334,1.0
1296,0.2682926829268293,0.8,0.959,0.6,0.9166666666666666,0.75
1301,0.12195121951219512,0.6,0.993,0.2,0.75,1.0
1305,0.17073170731707318,0.2,0.752,0.8,0.0,0.25
1307,0.3902439024390244,0.6,0.642,0.4,0.3333333333333333,1.0
1319,0.0,1.0,0.835,0.2,1.0,1.0
1324,0.2682926829268293,0.4,0.608,0.8,0.5,0.5
1328,0.17073170731707318,0.6,0.71,0.2,0.9166666666666666,0.75
1329,0.2682926829268293,0.6,0.9949999999999999,0.8,0.8333333333333334,0.0
1334,0.24390243902439024,0.6,0.974,1.0,0.9166666666666666,0.25
1336,0.3170731707317073,0.4,0.992,0.6,0.25,0.0
1347,0.2926829268292683,0.6,0.8390000000000001,0.6,0.4166666666666667,0.5
1348,0.14634146341463414,1.0,0.8960000000000001,0.8,0.9166666666666666,1.0
1355,0.1951219512195122,0.8,0.8949999999999999,0.8,0.5833333333333334,0.75
1360,0.2682926829268293,0.4,0.589,0.4,0.8333333333333334,0.25
1361,0.0975609756097561,0.6,0.576,0.8,0.8333333333333334,0.0
1369,0.3170731707317073,0.8,0.6,1.0,0.8333333333333334,0.25
1370,0.2682926829268293,0.8,0.558,0.8,0.3333333333333333,0.0
1373,0.0,0.8,0.722,1.0,0.8333333333333334,0.25
1379,0.21951219512195122,1.0,0.6809999999999999,0.4,0.8333333333333334,0.25
1381,0.34146341463414637,0.6,0.9019999999999999,1.0,0.6666666666666666,0.0
1384,0.2926829268292683,0.4,0.8230000000000001,0.4,0.0,0.25
1391,0.1951219512195122,0.8,0.9880000000000001,0.2,0.5833333333333334,0.25
1393,0.24390243902439024,0.8,0.752,0.2,0.75,0.75
1396,0.24390243902439024,0.8,0.9109999999999999,0.8,0.5833333333333334,0.0
1399,0.17073170731707318,0.4,0.954,0.8,0.75,0.0
1403,0.36585365853658536,0.4,0.858,0.8,0.75,0.5
1411,0.14634146341463414,1.0,0.96,0.8,0.6666666666666666,0.5
1417,0.0975609756097561,0.4,0.954,0.6,0.8333333333333334,0.5
1425,0.3902439024390244,0.2,0.9970000000000001,1.0,0.0,1.0
1428,0.2682926829268293,0.6,0.9630000000000001,0.6,0.6666666666666666,1.0
1431,0.34146341463414637,0.4,0.8949999999999999,1.0,0.4166666666666667,0.0
1432,0.3170731707317073,1.0,0.9390000000000001,1.0,0.08333333333333333,0.0
1439,0.24390243902439024,0.4,0.5700000000000001,1.0,0.9166666666666666,0.75
1444,0.2926829268292683,1.0,0.77,1.0,1.0,0.25
1450,0.1951219512195122,0.2,0.967,0.6,0.08333333333333333,1.0
1453,0.024390243902439025,0.8,0.9410000000000001,0.4,1.0,1.0
1457,0.07317073170731707,1.0,0.835,0.2,1.0,0.75
1464,0.0975609756097561,0.8,0.678,0.6,0.8333333333333334,0.25
1467,0.12195121951219512,0.8,0.637,0.4,0.9166666666666666,1.0
1472,0.17073170731707318,0.4,0.564,0.2,1.0,0.75
1474,0.14634146341463414,0.6,0.6990000000000001,0.8,0.75,0.0
1475,0.0,0.6,0.541,0.6,0.5833333333333334,0.75
1484,0.024390243902439025,1.0,0.641,0.6,0.8333333333333334,1.0
1488,0.2926829268292683,0.6,0.727,0.6,1.0,0.25
1493,0.4146341463414634,1.0,0.532,0.4,0.25,0.75
1494,0.04878048780487805,1.0,0.599,0.6,0.3333333333333333,1.0
1498,0.04878048780487805,0.6,0.993,0.4,0.16666666666666666,0.75
1499,0.0,1.0,0.8699999999999999,0.8,0.4166666666666667,0.0
1501,0.0,0.6,0.85,0.4,0.8333333333333334,0.0
1512,0.2926829268292683,0.4,0.944,0.6,0.3333333333333333,0.25
1513,0.36585365853658536,0.2,0.605,0.6,0.5833333333333334,0.0
1515,0.2682926829268293,1.0,0.96,0.4,1.0,0.5
1526,0.24390243902439024,0.2,0.8699999999999999,0.8,0.5833333333333334,0.5
1528,0.1951219512195122,0.2,0.6849999999999999,0.8,0.0,0.0
1529,0.0975609756097561,0.8,0.933,0.8,0.75,0.25
1535,0.24390243902439024,1.0,0.725,0.8,1.0,0.25
1536,0.34146341463414637,0.8,0.581,1.0,1.0,0.25
1545,0.3170731707317073,0.8,0.817,0.6,0.9166666666666666,0.75
1565,0.04878048780487805,0.8,0.603,0.6,0.3333333333333333,0.25
1580,0.2926829268292683,1.0,0.5559999999999999,0.4,0.9166666666666666,0.5
1582,0.21951219512195122,0.2,0.678,0.8,0.16666666666666666,0.0
1586,0.1951219512195122,0.8,0.653,0.6,0.5,0.0
1589,0.3902439024390244,0.6,0.512,1.0,0.75,0.5
1591,0.04878048780487805,0.4,0.5740000000000001,0.8,0.8333333333333334,0.0
1593,0.0975609756097561,0.6,0.616,0.2,0.4166666666666667,0.25
1600,0.04878048780487805,0.4,0.5980000000000001,0.6,0.16666666666666666,0.5
1605,0.21951219512195122,0.6,0.905,0.2,0.16666666666666666,1.0
1609,0.17073170731707318,0.6,0.678,0.4,1.0,0.75
1616,0.024390243902439025,0.8,0.8039999999999999,0.6,0.8333333333333334,1.0
1618,0.2682926829268293,1.0,0.738,0.2,0.8333333333333334,1.0
1623,0.0,0.6,0.585,0.4,1.0,0.0
1629,0.07317073170731707,1.0,0.8039999999999999,0.4,0.25,0.25
1632,0.3170731707317073,0.2,0.8390000000000001,1.0,0.8333333333333334,0.0
1643,0.36585365853658536,0.8,0.602,0.2,0.8333333333333334,0.75
1647,0.36585365853658536,1.0,0.674,0.8,0.5833333333333334,1.0
1655,0.07317073170731707,0.6,0.526,0.2,0.6666666666666666,1.0
1657,0.07317073170731707,1.0,0.616,0.2,0.6666666666666666,1.0
1659,0.12195121951219512,0.8,0.575,0.4,0.3333333333333333,0.5
1662,0.04878048780487805,0.8,0.9109999999999999,0.8,0.75,1.0
1669,0.04878048780487805,1.0,0.89,0.8,0.5833333333333334,1.0
1675,0.04878048780487805,1.0,0.704,0.8,1.0,1.0
1677,0.04878048780487805,1.0,0.5740000000000001,1.0,0.3333333333333333,0.25
1682,0.36585365853658536,0.8,0.772,0.8,0.3333333333333333,0.25
1683,0.2682926829268293,1.0,0.564,0.8,0.5,0.75
1686,0.07317073170731707,0.6,0.5660000000000001,0.8,0.5,0.25
1701,0.24390243902439024,0.8,0.709,0.2,0.8333333333333334,0.5
1705,0.17073170731707318,0.8,0.752,1.0,0.9166666666666666,0.5
1709,0.0975609756097561,0.6,0.8960000000000001,0.4,0.3333333333333333,0.25
1746,0.14634146341463414,0.2,0.739,0.6,0.25,0.0
1747,0.024390243902439025,0.2,0.5599999999999999,0.8,0.25,0.5
1750,0.34146341463414637,0.6,0.564,0.6,0.5833333333333334,1.0
1756,0.17073170731707318,0.2,0.9039999999999999,0.8,0.8333333333333334,0.0
1760,0.17073170731707318,1.0,0.8039999999999999,0.6,0.5,0.75
1762,0.07317073170731707,0.8,0.843,0.2,0.3333333333333333,0.25
1769,0.24390243902439024,0.2,0.9339999999999999,0.4,0.75,0.5
1770,0.04878048780487805,0.6,0.8779999999999999,0.4,0.8333333333333334,0.75
1782,0.1951219512195122,0.8,0.588,1.0,0.25,0.0
1795,0.024390243902439025,1.0,0.627,1.0,0.8333333333333334,1.0
1801,0.17073170731707318,0.4,0.788,0.6,0.75,0.75
1802,0.36585365853658536,0.6,0.544,1.0,0.9166666666666666,0.0
1803,0.04878048780487805,0.4,0.852,1.0,0.8333333333333334,0.0
1809,0.0975609756097561,0.6,0.603,0.6,0.5833333333333334,0.75
1812,0.1951219512195122,0.4,0.96,0.8,0.4166666666666667,0.0
1813,0.04878048780487805,0.4,0.89,0.6,0.9166666666666666,0.25
1822,0.12195121951219512,0.2,0.748,0.6,0.16666666666666666,0.5
1835,0.36585365853658536,0.2,0.9390000000000001,0.6,0.0,1.0
1843,0.04878048780487805,0.8,0.71,0.6,0.75,0.5
1848,0.2682926829268293,1.0,0.544,0.6,0.9166666666666666,0.0
1850,0.36585365853658536,0.2,0.637,0.2,0.6666666666666666,0.25
1856,0.1951219512195122,0.2,0.95,0.8,0.5833333333333334,0.75
1857,0.21951219512195122,0.2,0.5820000000000001,0.8,0.0,0.0
1864,0.3902439024390244,1.0,0.572,0.4,0.75,0.0
1871,0.3902439024390244,0.8,0.564,0.8,0.8333333333333334,0.0
1876,0.04878048780487805,0.6,0.9039999999999999,0.4,0.75,1.0
1877,0.24390243902439024,1.0,0.819,0.8,0.9166666666666666,0.0
1881,0.24390243902439024,0.6,0.844,0.8,0.9166666666666666,0.75
1891,0.12195121951219512,0.6,0.567,0.8,0.9166666666666666,0.0
1895,0.3902439024390244,0.4,0.898,0.8,0.3333333333333333,1.0
1897,0.04878048780487805,0.6,0.944,1.0,0.16666666666666666,0.0
1908,0.17073170731707318,0.8,0.5820000000000001,0.4,0.9166666666666666,0.0
1911,0.1951219512195122,0.8,0.8039999999999999,0.6,0.5,1.0
